fsq_id,poi_name,poi_rating,poi_review_count,poi_latitude,poi_longitude,poi_address,postal_code,yelp_id,poi_id,poi_category
5a317ffc2e268066d3b84ea8,Boon Burger,,,43.250449,-79.816771,295 Ottawa St N,L8H 3Z8,,GM6440,restaurants
57a9298c498e50ae5d176f70,Born and Raised,,,43.262472,-79.866322,224 James St N,L8R 2L3,,QA3012,restaurants
4b6cb501f964a520de4d2ce3,Boston Pizza,,,43.250609,-79.810308,1219 Barton St E (Kenilworth Ave. N.),L8H 2V4,,DY0141,restaurants
4bb832a87421a5937ca4c140,Boston Pizza,,,43.257231,-79.927615,1563 Main St W (Cottrill St.),L8S 1E6,,FB7185,restaurants
4c7928133badb1f7dbf34d54,Breezy Corners,,,43.262301,-79.895368,1480 6 Hwy N (Carlisle Rd),L8N 2Z7,,PJ3247,restaurants
4d25eafd5cc1a093705897be,Bridges Cafe,,,43.262922,-79.921304,1280 Main St E,L8K 1A9,,RU8359,restaurants
6483be61b077763fa972dcbe,Bring Me Some,,,43.240056,-79.848627,638 Concession Street,L8V 1B5,,PN8785,restaurants
5336b602498ed6460f95d49d,Brown Dog Coffee Shop,,,43.254479,-79.885834,211 Locke St S,L8P 4B6,,AH2859,restaurants
4bcb9a570687ef3b351edecc,Brownie's Downtown,,,43.254161,-79.860929,275 King St E,L8N 1B9,,ED0220,restaurants
4dee51c3b0fb43a756f0ee7a,Bruno's Pizza & Wings,,,43.247771,-79.840751,718 Main St E (Sherman),L8M 1K9,,GW9424,restaurants
53ebee17498e796ff40c308c,Bryce's Fish N Chips,,,43.244659,-79.818626,80 Ottawa St N,L8H 3Z1,,KR7121,restaurants
4d225d8ad7b0b1f728bc249f,Buddys Roadhouse,,,43.240965,-79.822316,1360 King St E,L8M 1H5,,WL1928,restaurants
4beb091b62c0c928909de1d4,Bula Smoothie & Nutrition Bar,,,43.261462,-79.907654,7 Sterling St,L8S 4H6,,WB5587,restaurants
d57c3e633f5847ff267fa710,Bulgogi BBQ Korean restaurant,,,43.260818,-79.866738,15 Cannon St E,L8L 1Z6,,GO1088,restaurants
530d2546498eddd5e1174563,Buona Vita Pizza,,,43.262126,-79.877346,82 Queen St N,L8R 2V4,,SN7094,restaurants
7f324d0b55404480aa917068,Burger King,,,43.258327,-79.874384,172 King St W,L8P 1A5,,QY1774,restaurants
531b6d1b498eeddc4088b4a2,Burrito Bandidos,,,43.261782,-79.90641,1028 King St W (Paisley Ave. N.),L8S 1L5,,PB7950,restaurants
631f6394b69e0917d5fa5292,Burrito Bandidos,,,43.258966,-79.876255,228 King St W (Hess St. N.),L8P 1A9,,GD8483,restaurants
5af5e1977e4b4e003000a124,CIMA Enoteca,,,43.255083,-79.885983,190 Locke St S,L8P 4B4,,BP1603,restaurants
5ca02f17dd12f8002c3cfcb1,Cafe Baffico,,,43.241752,-79.822263,1375 King St E,L8M 1H6,,GB5213,restaurants
4c700a79f52cb713414eacaf,Cafe Limoncello,,,43.248751,-79.817042,226 Ottawa St N,L8H 3Z6,,SY9530,restaurants
53bd98e5498eda5dc4d94c0f,Cafe N' Things,,,43.263696,-79.864952,22 Barton St E (James St N),L8L 2V5,,PL8852,restaurants
5036724be4b001c520354587,Cafe Oranje,,,43.253614,-79.860049,312 King St E (Wellington St),L8N 1C2,,LR5964,restaurants
3f7dbfd0520b420e5207d5f7,Cafe' Limoncello an Italian Eatery,,,43.248699,-79.816987,226 Ottawa St N,L8H 3Z6,,GF4432,restaurants
4e4d0cfcd164e69742d2c95a,Cake and Loaf Bakery,,,43.251924,-79.892124,321 Dundurn St S (Dundurn Street South),L8P 2M5,,KT7255,restaurants
6070b68de04d41a41cef9df8,Calipan,,,43.248025,-79.817755,191 Ottawa St N,L8H 3Z4,,TJ0066,restaurants
4f7317f8e4b0782142bd2948,Canadian Football Hall of Fame,,,43.255134,-79.872268,58 Jackson St W,L8P 1L4,,BZ0418,museums
4ef1daed0e617e29c65f76c9,Cannon Coffee Co,,,43.24768,-79.817882,179 Ottawa St N (Cannon Street),L8H 3Z4,,JW6889,restaurants
5635c595498e26546618cb23,Capri Family Restaurant,,,43.256652,-79.866358,25 John St N,L8R 1H1,,NU6176,restaurants
4c7983b397028cfa8c6edbfe,Caribbean & Canadian food restaurant,,,43.238134,-79.836624,952 Concession (Upper Gage),,,NZ5455,restaurants
50354ea3e4b084f7d8bade4d,Caribbean Canadian Fast Food,,,43.24077,-79.851807,568 Concession St,L8V 1B1,,MD8665,restaurants
e5ed2d3b6b6b41bb227d2cb7,Caribbean Canadian Fast Food,,,43.236821,-79.835523,954 Concession St,L8V 1G2,,QS1358,restaurants
56a3bcc1498e42e6063c14ff,Caribbean Flavah,,,43.258345,-79.911065,1122 Main St W (Cline Avenue South),L8S 1C1,,OM6353,restaurants
5b63f1cde1f228002c38eddb,Caribbean Vibe,,,43.248694,-79.829456,1127 King St E,L8M 1E5,,KF4509,restaurants
5aa5c1e5a9e40267b354ada3,Caro Restaurant & Bar,,,43.242691,-79.819501,4 Ottawa St N (Main St E),L8H 3Y7,,LS2996,restaurants
1720ff9a1b354dce879846f3,Castelli Cucina,,,43.26481,-79.865743,337 James St N,L8L 1H3,,EB3569,restaurants
4b5a9368f964a52019cc28e3,Cat 'N' Fiddle,,,43.251502,-79.868593,174 John St S (Augusta St),L8N 2C6,,HA4416,restaurants
4b9c1158f964a520c64636e3,Cedar Falafel Donair,,,43.257567,-79.918955,1335 Main St W,L8S 1C6,,KS9755,restaurants
4d59b50156f2b60cfbf77b2f,Cedars,,,43.257366,-79.920822,1355 Main St E,L8K 1B6,,UM0905,restaurants
4eadcc8802d5cf33fa947ceb,Chan's Chinese Restaurant,,,43.265991,-79.950953,49 1/2 King St E (York St.) Dundas ON,L9H 1B7,,VH4918,restaurants
520e97ce498e3ee7817abaf4,Charred,,,43.262759,-79.866231,244 James St N (btwn Robert St & Colbourne St),L8R 2L3,,FI5995,restaurants
4b53cefdf964a52005ac27e3,Che Burrito & Lounge,,,43.257993,-79.877991,38 Hess St S (Main Street West),L8P 3N1,,MM5852,restaurants
5d3a1d45738217000833e31f,Cherry Birch General,,,43.254756,-79.862653,219 King St E,L8N 1B6,,RR4869,restaurants
9c74868f40f044f675b1ddf9,Chester's Fried Chicken,,,43.253869,-79.881419,180 Queen St N,L8R 2W1,,VJ3096,restaurants
63683d97daeb7f1ee11cf726,Chicken Plus,,,43.25953,-79.866752,1 Wilson St,L8R 1C4,,KC2300,restaurants
a49180b610ee423514646ed1,China City Restaurant,,,43.250087,-79.828068,49 Gage Ave S,L8M 3C8,,FN4754,restaurants
4562ed28cb9a432478dff6f6,Chinese BBQ Zone,,,43.259502,-79.867118,1 Wilson St,L8R 1C4,,RM4460,restaurants
a5e6de69975849369e63e2ad,Cho Sun Ok Korean BBQ Restaurant,,,43.26198,-79.877785,85 Queen St N,L8R 2V5,,YJ3991,restaurants
60f8a82ca2148b05a7c2d80d,Chung Chun Rice Hotdog,,,43.261188,-79.906865,1051 King St W,L8S 1L6,,IZ6343,restaurants
4d24b679daa9370412eec781,Churrasqueira & Cafe Cantinho,,,43.260726,-79.852672,302 Barton St E,L8L 2X5,,FE8645,restaurants
4c993353a004a1cd14af3d6e,City Pizza & Wings,,,43.25004,-79.847623,581 Main St E,L8M 1H9,,AU2556,restaurants
2e9860a54a7146dc34bf1ccf,City of Waterfalls Festivals and Events Inc,,,43.258807,-79.840524,Gd Stn Lcd 1,L8L 7T4,,RI5096,amusementparks
4c9ebb0d7c096dcbd166d8d1,Classic Cafe,,,43.262413,-79.866358,224 James St N,L8R 2L3,,EV1988,restaurants
4af9ae03f964a520481322e3,Collins Brewhouse,,,43.266392,-79.955149,33 King St W (btwn Sydenham Rd and Cross St) Dundas ON,L9H 1T5,,JQ1470,restaurants
49bc6fa47733454efb1041a3,Com Tan Lac Vien,,,43.265382,-79.880819,430 York Blvd,L8R 3K8,,YA7928,restaurants
bba7a8a8b18d4bd8281b2a94,Concession Pizza,,,43.240636,-79.851368,576 Concession St,L8V 1B1,,SA3636,restaurants
4d26ebe36e27a14345c50924,Connaught Fish & Chips,,,43.244989,-79.830363,976 Main St E (Gage Ave),L8M 1M8,,DD7091,restaurants
63c1a2ff3e61ee33b8f488f1,Conversate steak and seafood,,,43.256697,-79.866504,38 William St (John St. N.),L8L 5T7,,OL0613,restaurants
8cd5eadba5614d8443828c85,Cookie DOH,,,43.266046,-79.955275,24 King St W Dundas ON,L9H 1T7,,CD7289,restaurants
bc28687ecfa4498f771d9ca2,Cool Like That Restaurant,,,43.236769,-79.835468,954 Concession St,L8V 1G2,,CM1575,restaurants
579b8d6b498ea8f02d7fc402,Coop Hamilton,,,43.259153,-79.877446,274 King St W,L8P 1J6,,KK9783,restaurants
4c184919834e2d7f17be2880,Corktown,,,43.25891,-79.838455,200 Forest Ave,L8N 4E6,,ST4726,restaurants
505cfaeae4b0478c0a01bba4,Corner Tea House & Asian Bistro,,,43.256711,-79.866321,29 John St N (King William St),L8R 1H1,,DF4291,restaurants
5b7da2a51ffe97002cb5b180,Country Style,,,43.257728,-79.841456,564 Barton St E,L8L 2Z3,,CL2248,restaurants
4e9ed765775b7e725b844463,Country Style,,,43.255439,-79.873386,71 Main St W (Bay Street),L8P 4Y5,,WB7003,restaurants
5a0df2279f0942136c661fdb,Cravings,,,43.25718,-79.93331,1686 Main St W,L8S 0A2,,ML4953,restaurants
5c2d17dcf62e09002c5232eb,Crown Point Sandwhich,,,43.247663,-79.81737,186 Ottawa St N,L8H 3Z5,,FT5924,restaurants
5cba0b96286fda00397348dc,Crumbled,,,43.260624,-79.851078,339 Barton St E,L8L 2X6,,SM4261,restaurants
42bc5cd295eb4b34b60166e2,Crumbuns Bakeshop,,,43.238257,-79.842299,566 Concession St,L8V 1B1,,FP2544,restaurants
4b8a9f8bf964a520d07532e3,Crystal Dynasty Chinese Restaurant,,,43.261938,-79.871796,94 Cannon St W (Bay),L8R 2B6,,AE9095,restaurants
09181f5c0ef94a7b7f309eda,Culantro Peruvian Cookery,,,43.250131,-79.848612,537 Main St E,L8M 1H9,,DX1401,restaurants
4e380de71838d056d2786123,Cupcake Diner,,,43.259034,-79.870285,35 York Blvd,L8R 3K7,,PG6232,restaurants
4b9fe09df964a520c54637e3,Cupcakes,,,43.261608,-79.907215,1050 King St W,L8S 1L5,,PU1292,restaurants
5557715d498e63ff898f0e2b,Curbside Grill,,,43.248751,-79.817042,224 Ottawa St N,L8H 3Z6,,DV6559,restaurants
5ced96f6c4df1d002c2fd273,D C's Variety & Subs,,,43.268156,-79.841869,540 1/2 Wentworth St N,L8L 5X3,,PU4838,restaurants
4b65105df964a52042e22ae3,D's Cafe,,,43.261945,-79.871705,94 Cannon St W,L8R 2B6,,WQ0991,restaurants
9ed52758870945ac34a6d333,De Rosa Bakery,,,43.253881,-79.845675,549 Wilson St,L8L 1T6,,GP7170,restaurants
4c068792517d0f47a91ef615,DeRosa Bakery and Restaurant,,,43.253411,-79.845967,71 Sanford Ave N,L8L 5Y9,,OI6190,restaurants
6927a31da9b248f1cebd53af,Debbie's Fish and Chips,,,43.261889,-79.85936,150 Barton St E,L8L 2W5,,DK9169,restaurants
51d75f4e498ef5f34b71c700,Delirious Burger Co,,,43.262405,-79.905588,1008 King St W,L8S 1L4,,NL0732,restaurants
5aa40afc79f6c75d6ee4bd7d,Delirious Burger Co,,,43.254883,-79.885671,197 Locke St S,L8P 4B5,,YR9238,restaurants
522c798311d2d05dcc962383,Democracy,,,43.254737,-79.88611,202 Locke St S (Tuckett St.),L8P 4B4,,VO3616,restaurants
f269a7d50c764bf3e5bd8bf4,Dengi's Kitchen,,,43.252714,-79.85285,535 King St E,L8N 1E3,,LZ3573,restaurants
4d376a3515993704d9d3ae91,Detour Roaster's Cafe,,,43.266194,-79.955532,41B King St W (Miller's Line) Dundas ON,L9H 1T5,,LQ7736,restaurants
57e2b71b498e2013c1b4a746,Diamantinos Pizza,,,43.260573,-79.851023,341 Barton St E,L8L 2X6,,IO6404,restaurants
52a1447a11d21f017e3a4b8e,Diana's Pizza & Grill,,,43.248307,-79.80677,263 Kenilworth Ave N,L8H 4S6,,QP5115,restaurants
4b6e4350f964a520f8b42ce3,Dizzy Weasel Pub & Grub,,,43.25346,-79.824927,912 Barton St E,L8L 3C2,,JG7446,restaurants
577d35ee498ec0fb574ff1b7,Domino's Pizza,,,43.23978,-79.808584,1440 Main St E,L8K 6M3,,EB5070,restaurants
c5b20792878dbe34a57fbda9,Domino's Pizza,,,43.263811,-79.866363,275 James St N,L8R 2L4,,FR3733,restaurants
4de00572c65bcc724f348c8a,Domino's Pizza,,,43.26267,-79.952657,86 Main St (Osler Dr) Dundas ON,L9H 2R1,,MC6348,restaurants
4e71396c8877dff6bcb79032,Donairs at Gage,,,43.248746,-79.829511,1127 King St E,L8M 1E5,,BU6457,restaurants
5a63671797cf5a4b8c7829b5,Donut Monster,,,43.253231,-79.886782,246 Locke St S,L8P 4B9,,MU9237,restaurants
4b4c0ed0f964a520bead26e3,Doors Pub & Pizzeria,,,43.257353,-79.8783,56 Hess St S (at Main St),L8P 3N3,,NG0767,restaurants
4c700889f52cb7134b41acaf,Dora's Delicatessen & Catering,,,43.248575,-79.817152,218 Ottawa St N,L8H 3Z6,,GG1675,restaurants
4bac1722f964a52095e33ae3,Double Double Pizza & Chicken,,,43.250127,-79.86901,225 John St S (Forest),L8N 2C7,,BF8713,restaurants
5ccb43e004d1ae002c093e13,DoughBox Wood Fired Pizza & Pasta,,,43.257484,-79.923624,1457 Main St. W. (Norfolk St. S.),L8S 1C9,,LV8429,restaurants
6129361aa0fd8419fff8e49f,Down the Street Food Co,,,43.248319,-79.817572,205 Ottawa St N (Britannia Ave),L8H 3Z4,,DY9004,restaurants
4daa2bd793a04642f07a1c2b,Dragon Court Restaurant,,,43.262594,-79.9046,988 King St W,L8S 1L1,,HQ0008,restaurants
4ae0bf6e0717476646c0b41b,Duke's Pub Pasta & Pizzeria,,,43.261057,-79.852728,303 Barton St E,L8L 2X4,,KG2068,restaurants
4bfc180fda7120a1cc8f49fd,Dunas Verdes Cafe Inc,,,43.263017,-79.866507,253 James St N,L8R 2L2,,UR4685,restaurants
31e5f5bd82eb48e84d94c849,Dundas Historical Society Museum,,,43.268132,-79.959389,139 Park St W Dundas ON,L9H 1X8,,WC5091,museums
4f845cdbe4b08b03b0864a99,Dundas Museum & Archives,,,43.268294,-79.959463,139 Park St W Dundas ON,L9H 1X8,,HG9637,museums
5a88ed06bd40091eb2c79e91,Dundas Shawarma,,,43.26556,-79.952177,24 King St E Dundas ON,L9H 1B8,,VL0699,restaurants
4b867b25f964a520fc8b31e3,Dundurn Castle,,,43.26944,-79.88468,610 York Blvd,L8R 3H1,,YQ9246,museums
559a95b2498e20cc6dfecb89,Dundurn Market,,,43.251301,-79.892945,346 Dundurn St S (Aberdeen Avenue),L8P 4L6,,HS1044,restaurants
44d812a3ded1455c046957d0,E23,,,43.240516,-79.850745,590 Concession St,,,BK4348,restaurants
5183f743e4b0f34b0dd360cb,Earth Shake,,,43.266789,-79.957953,103 King St E Dundas ON,L9H 1B9,,GQ4051,restaurants
4c6da40ea437224b65aa2db1,Earth to Table Bread Bar,,,43.252827,-79.886945,258 Locke St S (Herkimer St.),L8P 4B9,,GM5550,restaurants
5d09774d7b0b520023ff166e,Earth to Table: Bread Bar James,,,43.257056,-79.868374,14 James St N (King St),L8R 2J9,,QT3147,restaurants
4bb37ca2715eef3b036386bb,East Side Mario's,,,43.259802,-79.84723,Queenston Rd (Greenford Dr.),,,OY6977,restaurants
4bc8db1268f976b020215c83,East Side Mario's Dundas,,,43.258387,-79.941538,119 Osler Dr Dundas ON,L9H 6X4,,SW6360,restaurants
5688080b498ef6dccacdba77,Eat Industries,,,43.258975,-79.870321,55 York Blvd,L8R 3K1,,CL9338,restaurants
4b7f7489f964a5207e2f30e3,Eat a Pita,,,43.240199,-79.810415,15 Tuxedo Ave S,L8K 2R7,,MF8624,restaurants
5ab4ee917918711d1be64252,Emerald Coffee Co,,,43.260331,-79.851261,340 Barton St E (Emerald),L8L 2X7,,FS3490,restaurants
4f3dcca5e4b01fd85845eaf1,Emerson 109,,,43.25446,-79.92079,109 Emerson St (at Ward Ave),L8S 2X5,,YW7188,restaurants
4bd22ccecaff95217c44d2f0,Emilio's,,,43.266857,-79.958521,117 King St E (btw Albert St & Sydenham St) Dundas ON,L8N 1A9,,OS8127,restaurants
4c030b8739d476b080a02fa7,Empress Wok Chinese Restaurant,,,43.257618,-79.942798,101 Osler Dr Dundas ON,L9H 4H4,,DO6800,restaurants
4ba42910f964a520bc8738e3,End Zone Bar and Grill,,,43.230836,-79.807083,1900 King St E (King and Rosedale),L8K 1W1,,SR9902,restaurants
21f1570f17664fd780833d96,Enercare Connections Inc,,,43.251518,-79.875643,85 Robinson St,L8P 0B9,,CT5135,restaurants
4ed82c3246907c1b3ff8dbc1,Eng's Chinese Restaurant,,,43.240345,-79.850067,606 Concession St (between 23rd & 24th st),L8V 1B3,,IC2798,restaurants
44034f5c15b84d8f7aeedd61,Escape Manor Hamilton,,,43.255952,-79.866008,103 King St E,L8N 1A9,,WB3313,restaurants
593444759ec39910e490baa7,Esplanada Cafe Restaurant,,,43.259677,-79.847395,419 Barton St E,L8L 2Y5,,EE7588,restaurants
4ba50b2ef964a520d5d438e3,Espresso Cafe,,,43.266465,-79.957805,102 King St W Dundas ON,L9H 1T9,,NH7710,restaurants
a5f213897c1f4e87862e954c,Evia's Fast Food,,,43.248746,-79.829511,1127 King St E,L8M 1E5,,LC2392,restaurants
34d7109889944d26127a03a0,Express Pizza,,,43.241029,-79.811991,1357 Main St E,L8K 1B6,,LN0613,restaurants
9c1c518912434dc3174f26c5,Famous Recipe Chicken & Grill,,,43.252714,-79.85285,535 King St E,,,CY1490,restaurants
62279153676d027d888c9c70,Fat Bastard Burrito Co,,,43.257428,-79.94309,101 Osler Dr Dundas ON,L9H 4H4,,OL0096,restaurants
6440d4ee8b2c160224c97c07,Fat Bastard Burrito Co,,,43.2423,-79.855913,447 Concession St,L9A 1C1,,CY8134,restaurants
61abc245a6ae37435d224290,Festival Foods,,,43.250539,-79.833105,1013 King St E (Spadina),L8M 1C9,,GI6921,restaurants
4eb315409a52547686855c0f,Finger's Bar & Grill,,,43.255691,-79.867215,62 King St E,L8N 1A6,,GQ5130,restaurants
573d2057cd108c13e149ac1d,Firth's Celtic Pub,,,43.241197,-79.876028,543 Upper James St,L9C 2Y5,,MA4365,restaurants
4de3b557d4c0704405898320,Fisher's Pier 4 Pub & Grub,,,43.271443,-79.862413,554 James St N,L8L 1J5,,TW9550,restaurants
63a483998d40f676fee2581a,Fisticuffs,,,43.260975,-79.852343,301 Barton St E,L8L 2X4,,PD9011,restaurants
1217bf9488eb48726b5a0510,Five Star Cafe,,,43.262444,-79.866688,225 James St N,L8R 2L2,,SA9459,restaurants
4f038c42823162ada5e6cb8e,Food Box Ltd,,,43.245587,-79.80724,180 Kenilworth Ave N (Cannon St),L8H 4S1,,AU8951,restaurants
225266e2044a4775f7a24dea,Forbidden City Restaurant,,,43.254258,-79.861131,273 King St E,L8N 1B9,,MF5144,restaurants
4c2a802b8abca5938bc6fe1f,Forty Thieves Cafe,,,43.257429,-79.925052,1481 Main St W,L8S 1E1,,KX8287,restaurants
0e670c3d22f243167c3756fa,Fragoso Seafood Place,,,43.261057,-79.852728,293 Barton St E,L8L 2X4,,TX6222,restaurants
55c9bbe31eab468ff220eb8c,Frankie Lantra,,,43.257727,-79.931316,1630 Main St W,L8S 1G3,,AM2208,restaurants
5911c37da0215b4dc00f0b33,French Confection,,,43.259547,-79.867265,1 Wilson St (James St N),L8R 1C4,,ZV8919,restaurants
5cf2dc7700b068002dbe11db,French Revolution Bakery and Creperie,,,43.265845,-79.954267,2 King St W Dundas ON,L9H 6Z1,,BH8577,restaurants
